3000 - Aab, Vitalij
7353 - Dickenson, Lou
5615 - DiDiomete, Devin
6854 - DiDomenico, Christopher
5825 - Dieno, Rhyse
2347 - Dietrich, Robert
6172 - Dillon, Brenden
215 - Dimitrakos, Niko
6903 - Dimitruk, Paul
3212 - Dinger, Derek
2232 - Dingle, Ryan
6810 - Dion, Pier-Antoine
217 - DiPenta, Joe
3213 - DiPietro, Paul
218 - DiPietro, Rick
5881 - Dirk, Jagger
1903 - DiSalvatore, Jon
219 - Divis, Reinhard
2892 - Diviš, Richard
2838 - Divíšek, Tomáš
7292 - Dlouhy, Jan
7295 - Dlouhy, Radek
2441 - Dmitriev, Alexej
6568 - Doan, Myles
220 - Doan, Shane
4607 - Dobron, Michal
2829 - Dobrovolný, Jirí
6064 - Dobrowolski, James
6570 - Doczy, Milan
6423 - Dodero, Charlie
5227 - Dodge, Nick
1755 - Doell, Kevin
6402 - Doherty, Taylor
3216 - Dolak, Thomas
4642 - Doležal, Jirí
5718 - Domenichelli, Hnat
7001 - Domingue, Louis
6872 - Domingues, Joshua
5891 - Donaghy, Dustin
2250 - Donally, Ryan
6668 - Donati, Anthony
5703 - Donati, Gianni
6957 - Donnelly, Dillon
223 - Donovan, Shean
4563 - Donskoi, Joonas
6600 - Doornbosch, Jamie
3218 - Dopita, Jirí
7024 - Dopud, Matthew
6454 - D'Orazio, Michael
7009 - Dore, Patrick
2525 - Dorsett, Derek
7116 - D'Orso, Raffaele
7233 - Dotzler, Alexander
4452 - Doughty, Drew
6238 - Dow, Drydn
2269 - Dowell, Jake
6200 - Dowling, Justin
6938 - Downe, Patrick
2226 - Downie, Steve
7155 - Doyle, Chris
6026 - Doyle, Eric
1880 - Doyle, Frank
2970 - DRAGOUN, Michal
228 - Draper, Kris
3219 - Draxinger, Tobias
2216 - Drazenovic, Nicholas
3220 - Dreiber, Reinhold
2830 - Dresler, Jan
5273 - Drewiske, Davis
2412 - Driendl, Andreas
6226 - Drozd, Sergei
4630 - Drtina, Jirí
7286 - Drtina, Marek
5262 - Drummond, Rob
230 - Drury, Chris
7165 - Drydak, Jesse
3222 - Dshunussow, Daniar
5543 - Du Bois, Félicien
2961 - DUBA, Tomáš
6683 - Dubchak, Carson
5745 - Dubé, Christian
7114 - Dube, Joé
7148 - Dube, Yannick
4605 - Duben, Miroslav
231 - Dubielewicz, Wade
2024 - Dubinsky, Brandon
2038 - Dubnyk, Devan
6565 - Dubois, Ben
5252 - Dubuc, Michael
5986 - Dubyk, Deven
5688 - Duca, Paolo
371 - Duchene, Matt
5212 - Duchesne, Jeremy
5322 - Duco, Mike
6990 - Duffy, Ben
4507 - Duffy, Matt
6736 - Duininck, Craig
6848 - Dumont, Gabriel
232 - Dumont, Jean-Pierre
6768 - Dunnett, Nathan
6720 - Dunning, Mitch
10367 - Dupont, Brodie
7151 - Dupont, Keven
3224 - DuPont, Micki
3225 - Duponte, Morgan
234 - Dupuis, Pascal
1999 - Dupuis, Philippe
2839 - Duras, Michal
7083 - Durepos, Pierre
7037 - Durette, Alexandre
1891 - Durno, Chris
6397 - Durocher, Corey
2919 - Dušek, Antonín
2840 - Dvorák, Michal
236 - Dvorak, Radek
1744 - Dwyer, Pat
2420 - Dzieduszycki, Matt
6529 - Dzielski, Alex
3227 - Dziuk, Bogdan
6140 - Dziurzynski, Darian
1151 - Eager, Ben
6208 - Eakin, Cody
1839 - Earl, Robbie
240 - Eaton, Mark
1146 - Eaves, Patrick
1852 - Ebbett, Andrew
5922 - Eberle, Jan
6107 - Eberle, Jordan
5268 - Eckford, Tyler
6307 - Eden, Branden
1342 - Edler, Alexander
5998 - Edwards, Spencer
2469 - Ehelechner, Patrick
5480 - Ehrensperger, Gianni
6004 - Ehrhardt, Dallas
650 - Ehrhardt, Travis
241 - Ehrhoff, Christian
5648 - Einhorn, Jeff
5627 - Eizenman, Oren
541 - Ekbom, Viktor
6466 - Ekelman, Dustin
6453 - Ekelund, Kalle
7373 - Ekholm, Mattias
3230 - Eklund, Christian
2532 - Eklund, Oscar
242 - Ekman, Nils
2480 - Elfring, Calvin
243 - Elias, Patrik
3232 - Eliuk, Andy
659 - Elkins, Corey
158 - Eller, Lars
5323 - Ellerby, Keaton
6168 - Elliot, Mitch
2081 - Elliott, Brian
6149 - Elliott, Stefan
244 - Ellis, Dan
1369 - Ellis, Matt
6791 - Ellis, Morgan
6735 - Ellis, Ryan
245 - Ellison, Matt
7350 - Elo, Eero
7203 - El-Sayed, Marc
6084 - Elson, Turner
5803 - Elynuik, Campbell
246 - Emery, Ray
247 - Eminger, Steve
3235 - Emmer, Luciano
5635 - Emmerson, Riley
5237 - Emmerton, Cory
7032 - Emond, Alex
7311 - Endal, Lukas
3237 - Endras, Dennis
2458 - Endraß, Michael
7398 - Engblom, David
5642 - Engel, Josh
1840 - Engelhardt, Brett
1873 - Engelland, Deryk
1444 - Engqvist, Andreas
2651 - Engren, Atte
114 - Engstrand, Christian
625 - Engström, Jonas
711 - Ennis, Tyler
1534 - Enroth, Jhonas
3238 - Enström, Tobias
248 - Erat, Martin
2868 - Erat, Roman
1513 - Ericsson, Jimmie
3239 - Ericsson, Jonathan
7399 - Ericsson, Tobias
1319 - Eriksson, Anders
7415 - Eriksson, Joacim
3241 - Eriksson, Joakim
3242 - Eriksson, Loui
3244 - Eriksson, Tim
2564 - Erixon, Sebastian
593 - Erixon, Tim
2634 - Erkinjuntti, Antti
6445 - Erlich, Daniel
7339 - Eronen, Teemu
1470 - Ersberg, Erik
250 - Erskine, John
6995 - Escott, Jordan
325 - Esposito, Angelo
6508 - Esposto, Nick
5971 - Etem, Emerson
2008 - Evans, Brennan
6216 - Evans, Jordan
6909 - Evans-Renaud, Zachary
3250 - Evtuh, Dimitri
5780 - Ewanyk, Travis
473 - Ewing, Bryan
252 - Exelby, Garnet
3251 - Fabricius, Karl
2841 - Fabuš, Peter
1212 - Fadden, Mitch
1756 - Fahey, Brian
253 - Fahey, Jim
3254 - Faikov, Bulat
6750 - Faille, Éric
7162 - Faith, Dustin
1471 - Falk, Andreas
5256 - Falk, Justin
3256 - Falk, Nichlas
474 - Fallon, Joe
7385 - Fälth, Elias
6985 - Famulare, Derek
6425 - Fanelli, Ben
6398 - Farrell, Michael
5291 - Fast, T.J.
7400 - Fasth, Viktor
1405 - Fata, Drew
256 - Fata, Rico
7257 - Fauser, Gerrit
6114 - Favreau, Dominick
3257 - Fediuk, Mike
258 - Fedorov, Sergei
259 - Fedoruk, Todd
260 - Fedotenko, Ruslan
3258 - Fedotov, Uriy
1221 - Fehr, Eric
5131 - Fehr, Jay
7266 - Feiertag, Marco
3260 - Felski, Sven
6263 - Fenske, Luke
3263 - Feodorov, Yermukhamet
261 - Ference, Andrew
6092 - Ferguson, Brett
1816 - Ferguson, Simon
5133 - Ferland, Michael
1825 - Ferraro, Chris
6087 - Ferraro, Landon
1904 - Ferraro, Peter
407 - Ferriero, Benn
6232 - Feser, Justin
2234 - Festerling, Brett
5408 - Festerling, Garrett
775 - Fey, Kevin
3266 - Fical, Petr
3267 - Ficenec, Jakub
5152 - Fiddler, Tyler
267 - Fiddler, Vernon
5185 - Figren, Robin
2905 - Fikrt, Michal
4390 - Filangieri, Tim
4496 - Filatov, Nikita
1938 - Filewich, Jonathan
7136 - Filiatrault, Alex
3269 - Filipiak, Robert
6632 - Fillman, Mitch
1223 - Filppula, Valtteri
6400 - Fine, Michael
1746 - Finger, Jeff
3272 - Fini, Giampaolo
6911 - Finn, Samuel
7317 - Finsterle, Lukas
2350 - Fischbuch, Dennis
2312 - Fischer, Christopher
5657 - Fischer, Jannik
888 - Fischer, Patrick
7269 - Fischhaber, Christoph
7270 - Fischhaber, Simon
5144 - Fisenko, Misha
6784 - Fiset, Kevin
5224 - Fisher, Glenn
271 - Fisher, Mike
1778 - Fistric, Mark
6633 - Fitze, Dylan
1905 - FitzGerald, Zack
273 - Fitzpatrick, Rory
2450 - Flaake, Jerome
1160 - Fleischmann, Tomas
6175 - Fleming, Erik
6667 - Flemington, Kyle
6477 - Flemming, Brett
2215 - Fletcher, Justin
275 - Fleury, Marc-Andre
6471 - Flick, Rob
277 - Flinn, Ryan
7409 - Flodqvist, Thom
2102 - Flood, Mark
852 - Flückiger, Stefan
5573 - Flüeler, Lukas
7163 - Foglia, Nicholas
6709 - Foligno, Marcus
2080 - Foligno, Nick
6971 - Fontaine, Philippe
279 - Foote, Adam
6386 - Foote, Brandon
280 - Forbes, Colin
2493 - Ford, Scott
5381 - Fornataro, Matt
977 - Forney, Michael
10427 - Forrest, J.D.
6074 - Forsberg, Jesse
606 - Forsberg, Johan
555 - Forsberg, Kristian
281 - Forsberg, Peter
2558 - Forssell, Erik
1705 - Forsström, Jani
3278 - Forster, Beat
3280 - Fortier, Francois
7192 - Fortier, Olivier
1789 - Fortunus, Maxime
10432 - Foster, Adrian
1841 - Foster, Alex
283 - Foster, Kurtis
5776 - Foster, T.J.
5149 - Foucault, Kris
7095 - Foucher, Jean-Philippe
7030 - Fournier, Gleason
6805 - Fournier, Jean-Sébastien
6919 - Fournier, Stefan
7234 - Fous, Martin
6738 - Fowler, Cam
6435 - Fox, Dane
3281 - Fox, Danny
6688 - Fox, Marshall
1112 - Foy, Matt
6013 - Francis, Chris
6651 - Francisco, Brandon
5925 - Francouz, Pavel
2984 - Franek, Petr
2203 - Franson, Cody
3284 - Fransson, Johan
1124 - Franzen, Johan
861 - Franzin, Damien
1388 - Fraser, Colin
5628 - Fraser, Curtis
6059 - Fraser, Greg
1946 - Fraser, Jamie
1386 - Fraser, Mark
5867 - Fraser, Matt
5383 - Frazee, Jeff
5989 - Frazee, Thomas
5967 - Frazer, Joey
889 - Frei, Luca
2127 - Fretter, Colton
5592 - Friedli, Samuel
6484 - Friesen, Alex
285 - Friesen, Jeff
6221 - Friesen, Mark
2526 - Frischmon, Trevor
6494 - Fritsch, Andrew
286 - Fritsche, Dan
5263 - Fritsche, Tom
1925 - Fritz, Mitch
6395 - Froats, Derek
5800 - Froese, Byron
3291 - Frögren, Jonas
786 - Fröhlicher, Joël
5746 - Froidevaux, Etienne
2893 - Frolík, Martin
4436 - Frolik, Michael
2730 - Frolo, Tomáš
287 - Frolov, Alexander
5430 - Frosch, Dusan
847 - Füglister, Jeffrey
1424 - Fukufuji, Yutaka
3293 - Fuloc, Julien
1348 - Funk, Michael
5835 - Funk, Ryan
4629 - Furch, Dominik
3295 - Furchner, Sebastian
5704 - Furrer, Andreas
5734 - Furrer, Philippe
3297 - Furtak, Danyo
5894 - Fyten, Austin
289 - Gaborik, Marian
6012 - Gabriel, Oliver
7081 - Gagne, Kevin
290 - Gagne, Simon
2091 - Gagner, Sam
5238 - Gagnon, Aaron
6860 - Gagnon, Mathieu
5914 - Gajovsky, Nikola
6180 - Gal, Blake
5970 - Gal, Taylor
6648 - Galansky, Tadeas
5264 - Galiardi, T.J.
7090 - Galiev, Stanislav
7179 - Galivan, Patrick
6248 - Gallagher, Brendan
6166 - Gallimore, Burke
2749 - Galvas, Lukáš
1864 - Galvin, Tom
292 - Gamache, Simon
5654 - Gamble, Braden
639 - Gannon, Jake
3302 - Gardener, Chris
5583 - Gardner, Ryan
3304 - Garkusha, Vladmir
1826 - Garlock, Ryan
293 - Garon, Mathieu
5324 - Garrison, Jason
2359 - Garten, Marius
5705 - Gartmann, Dario
4776 - Gartmann, Sandro
6286 - Gaskin, Stephen
6354 - Gaulton, Mitch
6480 - Gaunce, Cameron
294 - Gaustad, Paul
7080 - Gauthier, Danick
295 - Gauthier, Denis
2020 - Gauthier, Gabe
7050 - Gauthier-Leduc, Jérôme
5684 - Gautschi, Marc
3306 - Gavrilovs, Denis
3307 - Gawlik, Christoph
5990 - Gayle, Danny
6612 - Gaynor, Joe
7187 - Gazdic, Luke
5580 - Geering, Patrick
785 - Geissbühler, Kevin
6387 - Geldart, Kaine
1827 - Gelech, Randall
6893 - Gélinas, Carl
6834 - Gélinas, Éric
7091 - Gelinas, Marc-Antoine
712 - Generous, Matt
6963 - Genest, Hubert
7293 - Gengel, Ladislav
5706 - Genoni, Leonardo
1790 - Genoway, Colby
3311 - Gentile, Luigi
6350 - Genua, Stephen
3312 - Genze, Alexander
6463 - Geoffrey, Kelly
5305 - Gerbe, Nathan
5764 - Gerber, Adrian
5735 - Gerber, Beat
5707 - Gerber, Lukas
298 - Gerber, Martin
4767 - Gerber, Roland
7284 - Gerhat, Frantisek
1224 - Germyn, Carsen
1184 - Gervais, Bruno
7117 - Gervais-Chouinard, Jacob
1092 - Getzlaf, Ryan
5593 - Geyer, Cyrill
2307 - Gherson, Robert
6071 - Gibb, Daniel
6551 - Gibbons, Travis
6813 - Gibson, Christopher
3315 - Gienbaev, Pavel
6537 - Giftopoulos, Remy
5512 - Gigon, Olivier
300 - Giguere, Jean-Sebastien
7058 - Giguere, Pier-Luc
6764 - Gilbert, David
6619 - Gilbert, Jay
1395 - Gilbert, Tom
5361 - Giliati, Stefano
301 - Gill, Hal
6900 - Gillard, Steve
4437 - Gillies, Colton
1225 - Gillies, Trevor
388 - Gilroy, Matt
3316 - Gimbert, Laurent
302 - Gionta, Brian
1883 - Gionta, Stephen
1226 - Giordano, Mark
7092 - Girard, Gabriel
6818 - Girard, Mathieu
3317 - Girard, Rick
7051 - Girard, Sean
1400 - Girardi, Daniel
1227 - Giroux, Alexandre
5296 - Giroux, Claude
6767 - Giroux, Simon
1466 - Gistedt, Joel
1228 - Giuliano, Jeff
7166 - Gladwish, Jordan
2263 - Glass, Tanner
305 - Gleason, Tim
3319 - Glebov, Turgay
2136 - Gleed, Jon
1391 - Glencross, Curtis
1913 - Glenn, Ryan
5011 - Glennie, Scott
1168 - Globke, Rob
5572 - Gloor, Kevin
6009 - Glover, Brandon
1182 - Glumac, Mike
7235 - Glusanok, Semen
5755 - Gmür, Sandro
5530 - Gobbi, John
306 - Goc, Marcel
2424 - Goc, Nikolai
3320 - Goc, Sascha
307 - Godard, Eric
5372 - Godfrey, Josh
3321 - Godlewski, Jan
7236 - Goepfert, Bobby
1141 - Goertzen, Steven
6134 - Gogol, Curt
3322 - Gogulla, Philip
871 - Goi, Tommaso
807 - Goivannini, Remo
3323 - Golash, Stepan
2290 - Goligoski, Alex
308 - Gomez, Scott
309 - Gonchar, Sergei
3325 - Goodall, Glenn
6328 - Goodrow, Barclay
10491 - Gordon, Andrew
310 - Gordon, Boyd
3327 - Gordon, Ian
3328 - Gordon, Rhett
5653 - Gore, Lucas
311 - Goren, Lee
1129 - Gorges, Josh
6932 - Gormley, Brandon
5482 - Gossweiler, Manuel
6382 - Gottschalk, Ryan
6351 - Gottzmann, Jeremy
6969 - Gouchie, Jérémy
2064 - Goulet, Alain
7159 - Goulet, Guillaume
2043 - Goulet, Stephane
7171 - Gourde, Yanni
7099 - Goyette, Marc-Antoine
2201 - Grabner, Michael
1385 - Grabovski, Mikhail
990 - Grachev, Evgeny
2260 - Gragnani, Marc-Andre
2163 - Graham, Ethan
312 - Grahame, John
635 - Granath, Elias
10499 - Grand-Pierre, Jean-Luc
4543 - Granlund, Mikael
3332 - Granström, Jonathan
736 - Grant, Alex
5456 - Grant, Colton
6895 - Grant, Gerrad
1335 - Grant, Triston
911 - Grantham, Ryley
6541 - Graovac, Tyler
1230 - Gratton, Josh
5574 - Grauwiler, Lukas
7017 - Gravel, Maxime
3334 - Gray, Angus
5965 - Grbavac, Cole
316 - Grebeshkov, Denis
1305 - Green, Mike
318 - Green, Mike A.
3335 - Green, Morten
6091 - Green, Nathan
1390 - Greene, Andrew
1162 - Greene, Matt
4530 - Greenop, Richard
2224 - Greentree, Kyle
3336 - Greffe, Stephane
614 - Gregorc, Blaz
2724 - Gregorek, Petr
3338 - Greilinger, Thomas
3339 - Greiss, Thomas
1341 - Grenier, Martin
321 - Grier, Mike
7212 - Gries, Christian
7213 - Gries, Thorsten
1472 - Grillfors, Daniel
5840 - Groenheyde, Jon
7410 - Gröndahl, Andreas
7327 - Gröndahl, Ari
6499 - Gronvaldt, Simon
3342 - Grönvall, Janne
3343 - Grossman, Nicklas
5708 - Grossmann, Robin
1957 - Groulx, Danny
7158 - Groulx, Samuel
6744 - Grubauer, Philipp
7377 - Grundel, Anton
3346 - Grünn, Carlo
3348 - Grygiel, Adrian
3349 - Grzelak, Piotr
5920 - Gudas, Radko
6404 - Gudbranson, Erik
1394 - Guenin, Nathan
324 - Guerin, Bill
6843 - Guertin, Mathieu
5863 - Guggenberger, Mark
3352 - Guggisberg, Peter
3353 - Gugnot, Pierre
6131 - Guhle, Dawson
6817 - Guillemette, Emrik
1231 - Guite, Ben
2726 - Gulaš, Milan
2787 - Gulaši, Michal
3355 - Gundersen, Aksel
421 - Gunderson, Ryan
1477 - Gunnarsson, Carl
7423 - Gunnarsson, Jonas
8098 - Guolla, Steve
6364 - Guskov, Vadim
6812 - Gusse, Robin
996 - Gustafsson, Anton
6110 - Gustafsson, Hampus
78 - Gustavsson, Jonas
5594 - Guyaz, Noel
1432 - Gynge, Richard
5765 - Haas, Lukas
3361 - Haataja, Juha-Pekka
6103 - Haber, Brad
5646 - Habscheid, Zach
3362 - Hackert, Axel
8331 - Hackert, Michael
6626 - Hackett, Matt
737 - Haddad, Joey
3364 - Hadelöv, Andreas
2460 - Hager, Patrick
558 - Häggström, Magnus
327 - Hagman, Niklas
3366 - Hagos, Yared
328 - Hahl, Riku
7222 - Hahn, Chris
2381 - Hahn, Derek
329 - Hainsey, Ron
3368 - Håkanson, Mikael
3369 - Haken, Jay
1426 - Halak, Jaroslav
331 - Hale, David
5138 - Hale, Jordan
4455 - Haley, Michael
5272 - Halischuk, Matthew
332 - Hall, Adam
5831 - Hall, Mark
3371 - Hall, Nicholas
6721 - Hall, Taylor
6284 - Hall, Zach
3372 - Hållberg, Per
6870 - Halley, Philippe
6069 - Halliday, Tyler
3374 - Hallin, Per
2574 - Halme, Jussi
6567 - Halmo, Mike
2630 - Halonen, Antti
7228 - Haloschan, Dustin
333 - Halpern, Jeff
1641 - Hämäläinen, Ville
1802 - Hambly, Tim
334 - Hamel, Denis
7301 - Hamerlik, Peter
335 - Hamhuis, Dan
4474 - Hamill, Zach
6132 - Hamilton, Curtis
6505 - Hamilton, Dougie
6486 - Hamilton, Freddie
336 - Hamilton, Jeff
1963 - Hamilton, Ryan
5976 - Hamilton, Wacey
5137 - Hamonic, Travis
2947 - Hampl, Zbynek
3380 - Hamr, Radek
2742 - Hamrlík, Martin
337 - Hamrlik, Roman
3382 - Hancock, Quinn
5915 - Handlovsky, Lukas
338 - Handzus, Michal
5824 - Hanes, Ryan
7173 - Hanes, Ryan
340 - Hannan, Scott
6885 - Hannay, Sawyer
5719 - Hänni, Andreas
1791 - Hansen, Jannik
1433 - Hansen, Mads
5832 - Hansen, Tyler
5656 - Hanson, Christian
7419 - Hansson, Pontus
7223 - Hanusch, Steve
2094 - Hanzal, Martin
2966 - HANZLÍK, Jan
4602 - Hanzlík, Jirí
3386 - Häppölä, Toni
1884 - Harant, Tomas
342 - Harding, Josh
6394 - Harnden, Zach
5797 - Harper, Shane
1842 - Harrington, Chris
6449 - Harrington, Scott
1232 - Harrison, Jay
6042 - Harrison, Ryan
1354 - Harrold, Peter
343 - Hartigan, Mark
344 - Hartnell, Scott
6548 - Hartwick, Derek
475 - Harvey, Kevin
840 - Hasani, Adam
346 - Hasek, Dominik
3393 - Hashimoto, Eiji
4456 - Haskins, Tyler
6493 - Hasson, Michael
5452 - Hattunen, Jarkko
7258 - Hauner, Norman
1196 - Hauser, Adam
7310 - Havel, Lukas
348 - Havelid, Niclas
1559 - Haverinen, Joni
2799 - Havír, David
349 - Havlat, Martin
6202 - Hay, Michael
1404 - Haydar, Darren
5143 - Hayes, Andrew
6517 - Hayes, Jeff
6606 - Hayes, Ryan
7120 - Hazen, Jonathan
353 - Heatley, Dany
354 - Hecht, Jochen
7259 - Hecquefeuille, Kevin
355 - Hedberg, Johan
357 - Hedin, Pierre
1874 - Hedlund, Andy
7389 - Hedman, Anton
3401 - Hedman, Oscar
2553 - Hedman, Victor
3402 - Hedström, Jonathan
615 - Heed, Tim
6593 - Heelis, Liam
5817 - Heemskerk, Thomas
8105 - Heerema, Jeff
5423 - Heid, Chris
3403 - Heikkinen, Ilkka
3405 - Heino, Henri
1455 - Heino-Lindbergh, Christopher
3406 - Heinrich, Alexander
7262 - Heinrich, Jan-Robin
8106 - Heins, Shawn
3407 - Heiskanen, Santeri
1343 - Hejda, Jan
361 - Hejduk, Milan
1113 - Helbling, Timo
7340 - Helenius, Jani-Petteri
1631 - Helenius, Riku
5766 - Helfenstein, Sven
2497 - Helm, Darren
8108 - Helmer, Bryan
1769 - Helminen, Dwight
363 - Hemsky, Ales
2576 - Henderson, Kevin
1875 - Hendricks, Matt
4479 - Hendrikx, Trevor
1982 - Hendry, Jordan
6251 - Henke, Brent
4469 - Henley, Brent
7130 - Henley, Cédrick
6914 - Henley, Samuel
1367 - Hennessy, Joshua
5234 - Hennigar, Rob
1926 - Henrich, Adam
3414 - Henriksen, Martin
6724 - Henrique, Adam
365 - Henry, Alex
6257 - Henry, James
4475 - Henry, Jordan
2173 - Hensick, T.J.
3416 - Hentunen, Jukka
5609 - Herauf, Brad
6045 - Herle, Andrew
5997 - Herman, Jakub
7303 - Herman, Martin
6647 - Hermenegildo, Peter
3418 - Herperger, Chris
6046 - Herrod, Brandon
2196 - Hersley, Patrik
6808 - Hertzberg, Viktor
1792 - Heshka, Shaun
660 - Hickey, Thomas
6037 - Hickmott, Jordan
3421 - Hietanen, Juuso
6580 - Hietkamp, Luke
718 - Higgins, Chris
367 - Higgins, Christopher
3422 - Higgins, Matt
368 - Hilbert, Andy
6646 - Hill, Jordan
2659 - Hillen, Jack
3424 - Hiller, Jonas
3425 - Hilpert, Daniel
7011 - Hinse, Olivier
2348 - Hinterstocker, Martin
2376 - Hinterstocker, Martin
6060 - Hirsche, Brock
5720 - Hirschi, Steve
3429 - Hirschovits, Kim
5442 - Hirvonen, Pasi
6560 - Hishon, Joey
1473 - Hjalmarsson, Niklas
580 - Hjalmarsson, Simon
10588 - Hlavac, Jan
2427 - Hlinka, Martin
6928 - Hlinka, Michal
5789 - Hlookoff, Tyler
4620 - Hluchý, Milan
372 - Hnidy, Shane
6207 - Hoban, Brad
6984 - Hobbs, Matthew
10590 - Hobson, Adam
3433 - Hobson, Simon
3434 - Hock, Robert
6268 - Hodder, Zach
5455 - Hodges, Steven
7188 - Hodgman, Justin
6325 - Hodgson, Cody
5532 - Hoehener, Martin
7230 - Hofbauer, Max
1817 - Hoffman, Mike
7084 - Hoffman, Mike
7273 - Hofland, Diego
1114 - Hoggan, Jeff
7408 - Högström, Marcus
2401 - Höhenleitner, Christoph
6359 - Holden, Derek
8113 - Holden, Josh
5338 - Holden, Nick
4643 - Holec, Miroslav
8114 - Holland, Jason
6236 - Holland, Patrick
6365 - Holland, Peter
848 - Hollenstein, Denis
5274 - Holloway, Bud
1115 - Hollweg, Ryan
1560 - Holmberg, Aleksi
6184 - Holmberg, Mitch
1478 - Holmqvist, Andreas
3440 - Holmqvist, Johan
377 - Holmqvist, Mikael
378 - Holmstrom, Tomas
5189 - Holös, Jonas
3441 - Holowka, Stephen
1197 - Holt, Chris
1003 - Holtby, braden
1780 - Holtet, Marius
2909 - Holub, Jan
4457 - Holzapfel, Riley
2352 - Holzer, Korbinian
2417 - Holzmann, thomas
3443 - Hommel, Christian
6000 - Honejsek, Antonin
3444 - Honkaheimo, Otto
3445 - Honkanen, Jani
5999 - Hood, Dylan
5899 - Hood, Graham
6524 - Hope, Kyle
5686 - Horak, Jakub
5448 - Horak, Roman
380 - Horcoff, Shawn
381 - Hordichuk, Darcy
3447 - Hördler, Frank
2895 - Horna, Tomáš
6760 - Hornbrook, Bruce
2445 - Horneber, Stefan
4448 - Hornqvist, Patric
382 - Horton, Nathan
6804 - Horyl, Stephen
3448 - Hospelt, Kai
383 - Hossa, Marcel
384 - Hossa, Marian
6358 - Hostetter, Tyler
1612 - Hostikka, Ville
6847 - Hotte, Olivier
6652 - Hottot, Craig
7106 - Houde-Caron, Antoine
7294 - Houdek, Tomáš
6828 - Houle, Julien
6456 - Houser, Michael
3450 - Hovi, Sasu
1703 - Hovinen, Niko
1193 - Howard, Jimmy
5994 - Howden, Quinton
6300 - Howe, Scott
6933 - Howe, Tyler
5374 - Howes, Scott
5467 - Howse, Ryan
4953 - Hrabal, Josef
2210 - Hrdel, Zbynek
2723 - Hrebejk, Štepán
6115 - Hricina, Tomas
6937 - Hrivik, Marek
5621 - Hrkac, Tony
2973 - HROMAS, Karel
7300 - Hrubec, Simon
2770 - Hruška, Radim
6050 - Hrynyk, Emerson
3453 - Hryshko, Georges
2771 - Hubácek, Petr
7076 - Huberdeau, Jonathan
2983 - Hübl, Jaroslav
2714 - Hübl, Viktor
3454 - Huczkowski, Miika
2717 - Hudec, Michal
386 - Hudler, Jiri
2461 - Huebscher, Andre
387 - Huet, Cristobal
2104 - Hughes, Bobby
6522 - Hughes, Brian
6452 - Hughes, Tommy
6228 - Hughesman, Adam
1625 - Huhtala, Tommi
1592 - Huhtanen, Tuomas
6135 - Hulak, Derek
5934 - Hulit, Brandyn
8118 - Huml, Ivan
1709 - Hunkes, Jiri
1380 - Hunt, Jamie
2259 - Hunter, Dylan
6437 - Hunter, Garett
393 - Hunter, Trent
2237 - Hunwick, Matt
5877 - Hurley, Brendan
5595 - Hürlimann, Stefan
8119 - Hurme, Jani
7354 - Hurri, Joonas
395 - Huselius, Kristian
1374 - Huskins, Kent
7413 - Huss, Viktor
396 - Hussey, Matt
6273 - Hutchings, Alex
397 - Hutchinson, Andrew
3463 - Hutchinson, Jamie
6457 - Hutchinson, Michael
4477 - Huxley, Adam
7309 - Hvila, Lukas
2796 - Hylák, Alexandr
7145 - Hynes, Brandon
3467 - Hynning, Fredrik
3469 - Hytönen, Juha-Pekka
2610 - Hyvärinen, Toni
3473 - Idirshev, Bulat
2009 - Iggulden, Mike
398 - Iginla, Jarome
3474 - Iijima, Takuya
7326 - Iilahti, Jonathan
2611 - Ikonen, Jasse
1573 - Ilvonen, Harri
1235 - Immonen, Jarkko
3476 - Immonen, Jarkko A.
6145 - Inglis, Charles
6490 - Insam, Marco
2132 - Insana, Jon
3479 - Irizawa, Tamihiro
1964 - Irmen, Danny
5315 - Irving, Leland
7196 - Irwin, Brayden
5983 - Isherwood, Mark
3480 - Ishihara, Takeshi
5872 - Ismond, Jesse
5843 - Ito, Codey
1236 - Ivanans, Raitis
5801 - Iwanski, Dan
3481 - Jaakola, Topi
3482 - Jääskeläinen, Jari
5440 - Jaatinen, Antti
401 - Jackman, Barret
402 - Jackman, Richard
403 - Jackman, Tim
5862 - Jackson, Dallas
4470 - Jackson, Jim
5960 - Jackson, Reid
5287 - Jackson, Scott
6164 - Jacobs, Colin
3485 - Jacobsen, Bjorn
3486 - Jacobsen, Henrik
5542 - Jacquemet, Arnaud
1237 - Jacques, Jean-Francois
1794 - Jaffray, Jason
404 - Jagr, Jaromir
6080 - Jahraus, Kyle
626 - Jakobsen, Julian
3488 - Jakobsen, Tommy
3489 - Jalasvaara, Janne
6833 - Jalbert, Dominic
2635 - Jalo, Toni
1707 - Jalvanti, Joonas
6697 - Jambrosich, Gregory
1238 - James, Connor
3493 - Jämtin, Andreas
1239 - Jancevski, Dan
6539 - Janes, Steven
3495 - Janicki, Marek
406 - Janik, Doug
3496 - Janikin, Selibek
3497 - Janka, Markus
7147 - Jannard, Olivier
6861 - Janosik, Adam
2998 - Jánský, Peter
1150 - Janssen, Cam
3500 - Jantunen, Marko
4692 - Janus, Jaroslav
2422 - Janzen, Sergeij
2859 - Jareš, Richard
7374 - Järnkrok, Calle
2596 - Järvenpää, Juha
