Name,Compare,Pos,Age,Team,GP,Top Speed,Average Speed,100+ MPH,100+ MPH/G,90-100 MPH,90-100 MPH/G,80-90 MPH,80-90 MPH/G,70-80 MPH,70-80 MPH/G
TOMMY NOVAK,,C,29.1,PIT,54,85.9,53.6,0,0.00,0,0.00,2,0.04,26,0.48
BRETT PESCE,,D,31.6,N.J,72,85.89,64.98,0,0.00,0,0.00,6,0.08,67,0.93
JORDAN KYROU,,R,28.1,STL,82,85.88,60.89,0,0.00,0,0.00,21,0.26,98,1.20
ADAM LOWRY,,C,33.2,WPG,73,85.84,47.79,0,0.00,0,0.00,4,0.05,14,0.19
JONATAN BERGGREN,,L,25.9,STL,75,85.82,57.54,0,0.00,0,0.00,3,0.04,36,0.48
JONAS BRODIN,,D,32.9,MIN,50,85.81,67.99,0,0.00,0,0.00,22,0.44,52,1.04
COLE SMITH,,L,30.6,VGK,71,85.78,55.4,0,0.00,0,0.00,5,0.07,22,0.31
TY DELLANDREA,,R,25.9,S.J,68,85.7,59.04,0,0.00,0,0.00,8,0.12,24,0.35
REILLY SMITH,,L,35.2,VGK,79,85.62,56,0,0.00,0,0.00,7,0.09,36,0.46
URHO VAAKANAINEN,,D,27.4,NYR,51,85.6,67.23,0,0.00,0,0.00,6,0.12,32,0.63
JACK THOMPSON,,D,24.2,VAN,31,85.6,65.52,0,0.00,0,0.00,8,0.26,33,1.06
DYLAN STROME,,C,29.2,WSH,82,85.56,54.12,0,0.00,0,0.00,7,0.09,41,0.50
EVGENII DADONOV,,L,37.2,N.J,80,85.54,51.78,0,0.00,0,0.00,2,0.03,23,0.29
FRANK NAZAR,,C,22.4,CHI,53,85.53,56.74,0,0.00,0,0.00,15,0.28,33,0.62
LUKE KUNIN,,C,28.5,FLA,75,85.52,56,0,0.00,0,0.00,10,0.13,37,0.49
BECK MALENSTYN,,R,28.3,BUF,76,85.51,52.07,0,0.00,0,0.00,6,0.08,14,0.18
TROY TERRY,,R,28.7,ANA,77,85.5,56.52,0,0.00,0,0.00,8,0.10,76,0.99
ALEXANDER WENNBERG,,C,31.7,S.J,77,85.49,56.65,0,0.00,0,0.00,8,0.10,35,0.45
RYAN O'REILLY,,C,35.3,NSH,79,85.46,49.96,0,0.00,0,0.00,4,0.05,24,0.30
LOGAN STANKOVEN,,C,23.3,CAR,78,85.46,56.29,0,0.00,0,0.00,8,0.10,62,0.79
NAZEM KADRI,,C,35.7,COL,82,85.43,55.41,0,0.00,0,0.00,11,0.13,90,1.10
ONDREJ PALAT,,L,35.2,NYI,77,85.42,51.59,0,0.00,0,0.00,4,0.05,17,0.22
MARAT KHUSNUTDINOV,,L,23.9,BOS,75,85.38,59.24,0,0.00,0,0.00,2,0.03,19,0.25
JORDAN MARTINOOK,,R,33.9,CAR,79,85.36,57.8,0,0.00,0,0.00,17,0.22,43,0.54
MIKAEL PYYHTIA,,R,24.5,CBJ,47,85.34,62.93,0,0.00,0,0.00,7,0.15,19,0.40
JOHN TAVARES,,C,35.7,TOR,75,85.34,50.6,0,0.00,0,0.00,3,0.04,37,0.49
CHANDLER STEPHENSON,,C,32.1,SEA,78,85.33,56.59,0,0.00,0,0.00,5,0.06,28,0.36
ZACHARY ASTON-REESE,,L,31.8,CBJ,79,85.32,52.19,0,0.00,0,0.00,5,0.06,22,0.28
MATTY BENIERS,,C,23.6,SEA,82,85.29,61.37,0,0.00,0,0.00,33,0.40,70,0.85
JOHN BEECHER,,C,25.2,CGY,78,85.28,52.99,0,0.00,0,0.00,3,0.04,14,0.18
SIMON NEMEC,,D,22.3,N.J,27,85.22,64.74,0,0.00,0,0.00,2,0.07,17,0.63
SAM COLANGELO,,R,24.4,ANA,32,85.22,57.08,0,0.00,0,0.00,7,0.22,17,0.53
BROCK MCGINN,,L,32.3,,26,85.22,57.23,0,0.00,0,0.00,3,0.12,5,0.19
BROCK NELSON,,C,34.6,COL,80,85.21,56.91,0,0.00,0,0.00,13,0.16,75,0.94
PATRICK MAROON,,R,38.1,,68,85.2,50.04,0,0.00,0,0.00,2,0.03,11,0.16
NICO HISCHIER,,C,27.4,N.J,75,85.19,53.55,0,0.00,0,0.00,5,0.07,51,0.68
DREW HELLESON,,D,25.2,ANA,56,85.16,67.34,0,0.00,0,0.00,10,0.18,53,0.95
JONATHAN HUBERDEAU,,L,33.0,CGY,81,85.16,56.62,0,0.00,0,0.00,10,0.12,43,0.53
JAKE DEBRUSK,,L,29.6,VAN,82,85.15,51.54,0,0.00,0,0.00,3,0.04,41,0.50
ALEX NEWHOOK,,L,25.3,MTL,82,85.14,56.41,0,0.00,0,0.00,15,0.18,39,0.48
CHRIS WAGNER,,R,35.0,,28,85.14,54.63,0,0.00,0,0.00,2,0.07,6,0.21
TOMAS NOSEK,,C,33.8,FLA,59,85.12,50.56,0,0.00,0,0.00,1,0.02,10,0.17
ALEX KILLORN,,L,36.7,ANA,82,85.08,57.07,0,0.00,0,0.00,10,0.12,54,0.66
LOGAN COOLEY,,C,22.1,UTA,75,85.08,58.39,0,0.00,0,0.00,12,0.16,43,0.57
CALVIN DE HAAN,,D,35.1,,47,85.04,65.79,0,0.00,0,0.00,11,0.23,26,0.55
MATT NIETO,,L,33.6,,32,85.03,55.29,0,0.00,0,0.00,2,0.06,5,0.16
BARCLAY GOODROW,,L,33.3,S.J,77,85.02,52.15,0,0.00,0,0.00,1,0.01,16,0.21
MITCHELL CHAFFEE,,R,28.4,T.B,66,85.02,53.28,0,0.00,0,0.00,3,0.05,21,0.32
MIKAEL GRANLUND,,C,34.3,ANA,83,85.02,59.29,0,0.00,0,0.00,6,0.07,78,0.94
ETHEN FRANK,,R,28.3,WSH,24,84.98,57.93,0,0.00,0,0.00,4,0.17,7,0.29
CAM YORK,,D,25.4,PHI,67,84.97,62.77,0,0.00,0,0.00,5,0.07,49,0.73
PAUL COTTER,,L,26.5,N.J,79,84.92,56.02,0,0.00,0,0.00,10,0.13,36,0.46
MATT CORONATO,,R,23.6,CGY,77,84.85,59.83,0,0.00,0,0.00,21,0.27,81,1.05
VINNIE HINOSTROZA,,R,32.2,FLA,38,84.84,57.05,0,0.00,0,0.00,1,0.03,17,0.45
BRENNAN OTHMANN,,L,23.4,CGY,22,84.8,59.85,0,0.00,0,0.00,2,0.09,9,0.41
TYLER BERTUZZI,,R,31.3,CHI,82,84.77,54.3,0,0.00,0,0.00,7,0.09,42,0.51
SPENCER STASTNEY,,D,26.4,EDM,23,84.77,68.86,0,0.00,0,0.00,6,0.26,12,0.52
TREVOR LEWIS,,R,39.4,,60,84.65,54.8,0,0.00,0,0.00,4,0.07,18,0.30
PIUS SUTER,,C,30.0,STL,81,84.62,54,0,0.00,0,0.00,1,0.01,40,0.49
A.J. GREER,,R,29.5,FLA,81,84.59,52.85,0,0.00,0,0.00,9,0.11,22,0.27
NIC DOWD,,C,36.0,VGK,82,84.58,50.73,0,0.00,0,0.00,7,0.09,11,0.13
JACOB MOVERARE,,D,27.8,L.A,49,84.58,70.6,0,0.00,0,0.00,10,0.20,22,0.45
BRETT HOWDEN,,L,28.2,VGK,80,84.53,54.01,0,0.00,0,0.00,6,0.08,25,0.31
RYAN SHEA,,D,29.3,PIT,39,84.52,67.42,0,0.00,0,0.00,4,0.10,22,0.56
BARRETT HAYTON,,C,26.0,UTA,82,84.51,51.89,0,0.00,0,0.00,8,0.10,39,0.48
DMITRI VORONKOV,,L,25.7,CBJ,73,84.49,48.26,0,0.00,0,0.00,6,0.08,24,0.33
MORGAN BARRON,,C,27.5,WPG,74,84.49,55.38,0,0.00,0,0.00,11,0.15,24,0.32
KEEGAN KOLESAR,,R,29.2,VGK,82,84.48,53.98,0,0.00,0,0.00,2,0.02,26,0.32
BRETT BERARD,,R,23.7,NYR,35,84.47,57.82,0,0.00,0,0.00,2,0.06,24,0.69
DAVID GUSTAFSSON,,L,26.1,WPG,36,84.41,57.54,0,0.00,0,0.00,3,0.08,9,0.25
MAVRIK BOURQUE,,R,24.4,DAL,73,84.38,53.02,0,0.00,0,0.00,3,0.04,21,0.29
COLE PERFETTI,,L,24.4,WPG,82,84.32,54.65,0,0.00,0,0.00,8,0.10,41,0.50
LEO CARLSSON,,C,21.4,ANA,76,84.3,56.68,0,0.00,0,0.00,12,0.16,41,0.54
MATTHEW TKACHUK,,R,28.5,FLA,52,84.29,54.14,0,0.00,0,0.00,2,0.04,37,0.71
MATT DUCHENE,,C,35.4,DAL,82,84.23,55.87,0,0.00,0,0.00,7,0.09,52,0.63
SCOTT MAYFIELD,,D,33.6,NYI,66,84.22,64.62,0,0.00,0,0.00,4,0.06,39,0.59
KEVIN LABANC,,R,30.5,,34,84.21,61.77,0,0.00,0,0.00,4,0.12,24,0.71
BRANDT CLARKE,,D,23.3,L.A,78,84.2,62.57,0,0.00,0,0.00,14,0.18,49,0.63
JORDAN HARRIS,,D,25.9,BOS,33,84.05,61.26,0,0.00,0,0.00,2,0.06,7,0.21
TY EMBERSON,,D,26.0,EDM,76,84.01,67.97,0,0.00,0,0.00,11,0.14,54,0.71
NILS HOGLANDER,,R,25.5,VAN,72,83.96,53.77,0,0.00,0,0.00,9,0.13,18,0.25
RYAN POEHLING,,C,27.4,ANA,68,83.92,53.82,0,0.00,0,0.00,5,0.07,14,0.21
MIKEY ANDERSON,,D,27.0,L.A,77,83.89,66.97,0,0.00,0,0.00,9,0.12,95,1.23
WILLIAM CARRIER,,L,31.5,CAR,43,83.81,48.6,0,0.00,0,0.00,1,0.02,8,0.19
PEYTON KREBS,,L,25.4,BUF,81,83.81,58.49,0,0.00,0,0.00,9,0.11,37,0.46
JAMIE BENN,,R,36.9,DAL,80,83.81,57.03,0,0.00,0,0.00,12,0.15,44,0.55
TOMAS TATAR,,L,35.5,,74,83.79,48.39,0,0.00,0,0.00,4,0.05,11,0.15
MARC GATCOMB,,R,26.9,NYI,39,83.73,54.36,0,0.00,0,0.00,4,0.10,12,0.31
SEAN KURALY,,C,33.4,BOS,82,83.7,54.87,0,0.00,0,0.00,7,0.09,21,0.26
GABRIEL VILARDI,,R,26.8,WPG,71,83.66,48.22,0,0.00,0,0.00,5,0.07,16,0.23
MARCO ROSSI,,C,24.7,VAN,82,83.6,52.57,0,0.00,0,0.00,4,0.05,41,0.50
COLLIN GRAF,,L,23.7,S.J,33,83.58,55.62,0,0.00,0,0.00,2,0.06,9,0.27
PHILIP TOMASINO,,R,24.9,PHI,61,83.56,47.91,0,0.00,0,0.00,1,0.02,15,0.25
TYSON JOST,,R,28.2,NSH,39,83.56,52.11,0,0.00,0,0.00,2,0.05,12,0.31
RODRIGO ABOLS,,C,30.4,PHI,22,83.5,54.94,0,0.00,0,0.00,1,0.05,10,0.45
JAKE GUENTZEL,,L,31.7,T.B,80,83.47,52.01,0,0.00,0,0.00,3,0.04,44,0.55
NICK SCHMALTZ,,C,30.3,UTA,82,83.45,53.86,0,0.00,0,0.00,2,0.02,52,0.63
DAKOTA JOSHUA,,L,30.1,TOR,57,83.4,44.53,0,0.00,0,0.00,1,0.02,5,0.09
NOEL ACCIARI,,R,34.5,PIT,79,83.38,51.08,0,0.00,0,0.00,1,0.01,14,0.18
KENT JOHNSON,,R,23.6,CBJ,68,83.35,57.56,0,0.00,0,0.00,6,0.09,47,0.69
TREVOR ZEGRAS,,C,25.2,PHI,57,83.28,57.38,0,0.00,0,0.00,3,0.05,42,0.74
VLADIMIR TARASENKO,,R,34.5,MIN,80,83.27,60.01,0,0.00,0,0.00,12,0.15,56,0.70
ZACH BENSON,,L,21.1,BUF,75,83.24,47.97,0,0.00,0,0.00,2,0.03,21,0.28
JESSE PULJUJARVI,,R,28.1,,31,83.18,56.92,0,0.00,0,0.00,3,0.10,18,0.58
CONNOR BEDARD,,C,20.9,CHI,82,83.11,59.13,0,0.00,0,0.00,9,0.11,90,1.10
J.T. COMPHER,,C,31.2,DET,76,83.09,52.31,0,0.00,0,0.00,4,0.05,18,0.24
ALEXIS LAFRENIERE,,R,24.6,NYR,82,83.07,56.36,0,0.00,0,0.00,4,0.05,61,0.74
HUDSON FASCHING,,R,30.9,CBJ,43,83.05,50.36,0,0.00,0,0.00,5,0.12,8,0.19
JACK QUINN,,R,24.7,BUF,74,83.02,59.42,0,0.00,0,0.00,9,0.12,60,0.81
MARC-EDOUARD VLASIC,,D,39.2,,27,83.01,67.75,0,0.00,0,0.00,3,0.11,16,0.59
WALKER DUEHR,,R,28.5,WPG,24,82.98,54.59,0,0.00,0,0.00,2,0.08,5,0.21
ZACHARY L'HEUREUX,,L,23.1,NSH,62,82.97,51.59,0,0.00,0,0.00,3,0.05,15,0.24
JACOB BERNARD-DOCKER,,D,25.9,DET,40,82.96,67.06,0,0.00,0,0.00,6,0.15,28,0.70
JACOB BRYSON,,D,28.5,WPG,48,82.95,68.86,0,0.00,0,0.00,2,0.04,24,0.50
BLAKE COLEMAN,,L,34.5,CGY,82,82.94,49.35,0,0.00,0,0.00,1,0.01,25,0.30
RYAN NUGENT-HOPKINS,,L,33.1,EDM,78,82.88,55.76,0,0.00,0,0.00,2,0.03,54,0.69
KAEDAN KORCZAK,,D,25.3,VGK,40,82.8,67.86,0,0.00,0,0.00,3,0.08,38,0.95
MICHAEL RASMUSSEN,,C,27.1,DET,77,82.78,48.24,0,0.00,0,0.00,4,0.05,18,0.23
DAWSON MERCER,,R,24.6,N.J,82,82.75,51.48,0,0.00,0,0.00,1,0.01,27,0.33
CURTIS LAZAR,,R,31.3,EDM,48,82.73,54.52,0,0.00,0,0.00,1,0.02,5,0.10
GAGE GONCALVES,,L,25.4,T.B,60,82.6,55.35,0,0.00,0,0.00,2,0.03,20,0.33
ISAC LUNDESTROM,,R,26.6,CBJ,79,82.55,50.65,0,0.00,0,0.00,2,0.03,9,0.11
JUSTIN KIRKLAND,,C,29.8,CGY,21,82.32,53.89,0,0.00,0,0.00,2,0.10,3,0.14
LINUS KARLSSON,,R,26.5,VAN,23,82.21,47.01,0,0.00,0,0.00,1,0.04,6,0.26
MORGAN FROST,,C,27.1,CGY,81,82.18,52.17,0,0.00,0,0.00,2,0.02,35,0.43
OSKAR BACK,,C,26.2,DAL,73,82.06,49.6,0,0.00,0,0.00,2,0.03,9,0.12
BRIAN DUMOULIN,,D,34.7,L.A,80,82.06,62.47,0,0.00,0,0.00,5,0.06,42,0.53
JUUSO VALIMAKI,,D,27.7,CAR,43,82.05,59.82,0,0.00,0,0.00,1,0.02,11,0.26
LIAM O'BRIEN,,L,31.8,UTA,28,82.01,49.34,0,0.00,0,0.00,3,0.11,6,0.21
RYAN MCLEOD,,C,26.7,BUF,79,82.01,53.61,0,0.00,0,0.00,2,0.03,24,0.30
BRAYDEN POINT,,C,30.2,T.B,77,81.99,47.8,0,0.00,0,0.00,1,0.01,21,0.27
CODY GLASS,,C,27.2,N.J,65,81.96,56.18,0,0.00,0,0.00,3,0.05,18,0.28
TJ BRODIE,,D,36.0,,54,81.94,67.45,0,0.00,0,0.00,5,0.09,23,0.43
FRASER MINTEN,,C,21.9,BOS,21,81.94,56.04,0,0.00,0,0.00,1,0.05,8,0.38
BRAD MARCHAND,,R,38.1,FLA,71,81.9,53.14,0,0.00,0,0.00,4,0.06,49,0.69
NATHAN WALKER,,R,32.3,STL,73,81.87,55.98,0,0.00,0,0.00,2,0.03,22,0.30
GUSTAV NYQUIST,,L,36.8,WPG,79,81.84,51.79,0,0.00,0,0.00,1,0.01,16,0.20
COLTON DACH,,L,23.4,EDM,25,81.83,48.64,0,0.00,0,0.00,2,0.08,2,0.08
NATHAN BASTIAN,,R,28.5,DAL,59,81.76,47.85,0,0.00,0,0.00,2,0.03,6,0.10
KIRBY DACH,,R,25.4,MTL,57,81.53,54.45,0,0.00,0,0.00,1,0.02,27,0.47
JACK MCBAIN,,L,26.4,UTA,82,81.52,49.19,0,0.00,0,0.00,1,0.01,23,0.28
MATHEW BARZAL,,C,29.0,NYI,30,81.51,56.6,0,0.00,0,0.00,2,0.07,26,0.87
ALEXANDER KERFOOT,,L,31.8,UTA,81,81.37,51.32,0,0.00,0,0.00,1,0.01,15,0.19
ANDREW COPP,,C,31.9,DET,56,81.34,47.5,0,0.00,0,0.00,3,0.05,12,0.21
CONNOR DEWAR,,L,26.9,PIT,48,81.34,54.19,0,0.00,0,0.00,2,0.04,16,0.33
JAKE BEAN,,D,28.0,CGY,64,81.3,66.11,0,0.00,0,0.00,3,0.05,66,1.03
JOEL FARABEE,,R,26.3,CGY,81,81.25,53.39,0,0.00,0,0.00,3,0.04,44,0.54
NIKOLAI KOVALENKO,,L,26.6,,57,81.2,50.87,0,0.00,0,0.00,2,0.04,8,0.14
MATT REMPE,,R,23.9,NYR,42,81.19,46.82,0,0.00,0,0.00,1,0.02,5,0.12
HENDRIX LAPIERRE,,L,24.3,WSH,27,81.16,58.29,0,0.00,0,0.00,1,0.04,7,0.26
BRYAN RUST,,R,34.1,PIT,71,81.12,49.57,0,0.00,0,0.00,3,0.04,45,0.63
AKIL THOMAS,,C,26.4,STL,25,81.08,54.31,0,0.00,0,0.00,2,0.08,5,0.20
NOLAN ALLAN,,D,23.1,S.J,43,81.04,63.17,0,0.00,0,0.00,1,0.02,15,0.35
SCOTT PERUNOVICH,,D,27.8,UTA,35,81.01,65.1,0,0.00,0,0.00,3,0.09,13,0.37
BRENDAN GALLAGHER,,R,34.1,MTL,82,80.94,51.28,0,0.00,0,0.00,2,0.02,35,0.43
JACKSON BLAKE,,R,22.8,CAR,80,80.92,46.81,0,0.00,0,0.00,1,0.01,22,0.28
JESPER BOQVIST,,R,27.6,FLA,78,80.88,54.47,0,0.00,0,0.00,2,0.03,23,0.29
SEAN MONAHAN,,C,31.6,CBJ,54,80.86,51.88,0,0.00,0,0.00,2,0.04,24,0.44
LUKE GLENDENING,,L,37.1,PHI,77,80.84,54.64,0,0.00,0,0.00,1,0.01,11,0.14
ANTHONY BEAUVILLIER,,R,29.0,WSH,81,80.74,54.49,0,0.00,0,0.00,3,0.04,36,0.44
MATVEI MICHKOV,,R,21.5,PHI,80,80.72,57.27,0,0.00,0,0.00,3,0.04,51,0.64
NIKITA NESTERENKO,,L,24.7,ANA,20,80.7,55.29,0,0.00,0,0.00,1,0.05,3,0.15
DEVIN SHORE,,C,31.9,,55,80.66,49.97,0,0.00,0,0.00,1,0.02,4,0.07
EETU LUOSTARINEN,,C,27.8,FLA,80,80.66,50.36,0,0.00,0,0.00,2,0.03,11,0.14
RYAN LOMBERG,,L,31.5,CGY,80,80.65,56.5,0,0.00,0,0.00,1,0.01,16,0.20
LUKAS REICHEL,,L,24.0,BOS,70,80.55,55.63,0,0.00,0,0.00,2,0.03,17,0.24
VLADISLAV NAMESTNIKOV,,C,33.5,WPG,78,80.54,45.45,0,0.00,0,0.00,1,0.01,13,0.17
ERIC ROBINSON,,R,31.0,CAR,82,80.25,51.99,0,0.00,0,0.00,1,0.01,28,0.34
GARNET HATHAWAY,,R,34.5,PHI,67,80.24,49.56,0,0.00,0,0.00,1,0.01,16,0.24
DENNIS GILBERT,,D,29.6,OTT,29,80.14,71.75,0,0.00,0,0.00,1,0.03,15,0.52
CAM ATKINSON,,R,37.0,,39,80.13,54.56,0,0.00,0,0.00,1,0.03,6,0.15
DAVID KAMPF,,C,31.4,WSH,59,80.11,52.53,0,0.00,0,0.00,1,0.02,6,0.10
MAX JONES,,L,28.3,EDM,26,80.08,60.49,0,0.00,0,0.00,1,0.04,4,0.15
ADAM EDSTROM,,C,25.6,NYR,51,80.04,42,0,0.00,0,0.00,1,0.02,4,0.08
JUSTIN BRAZEAU,,R,28.3,PIT,76,79.93,49.98,0,0.00,0,0.00,0,0.00,25,0.33
JAKE EVANS,,C,30.0,MTL,82,79.86,53.27,0,0.00,0,0.00,0,0.00,22,0.27
MATTHEW HIGHMORE,,L,30.3,NYI,41,79.81,56.3,0,0.00,0,0.00,0,0.00,11,0.27
JORDAN STAAL,,C,37.7,CAR,75,79.79,49.77,0,0.00,0,0.00,0,0.00,23,0.31
CHRISTIAN DVORAK,,C,30.3,PHI,82,79.56,54.12,0,0.00,0,0.00,0,0.00,32,0.39
TYLER SEGUIN,,C,34.3,DAL,20,79.56,56.37,0,0.00,0,0.00,0,0.00,16,0.80
JONATHAN DROUIN,,R,31.2,STL,43,79.53,52.16,0,0.00,0,0.00,0,0.00,21,0.49
PAVEL MINTYUKOV,,D,22.5,ANA,68,79.49,61.15,0,0.00,0,0.00,0,0.00,34,0.50
KEVIN ROONEY,,C,33.0,UTA,70,79.46,57.36,0,0.00,0,0.00,0,0.00,16,0.23
BRANDON SAAD,,L,33.6,VGK,72,79.46,50.4,0,0.00,0,0.00,0,0.00,26,0.36
LUKE EVANGELISTA,,R,24.3,NSH,68,79.44,54.17,0,0.00,0,0.00,0,0.00,33,0.49
IVAN IVAN,,C,23.8,COL,40,79.29,52.65,0,0.00,0,0.00,0,0.00,7,0.18
PATRICK KANE,,R,37.5,DET,72,79.17,56.53,0,0.00,0,0.00,0,0.00,39,0.54
MAX SASSON,,L,25.7,VAN,29,79.06,54.76,0,0.00,0,0.00,0,0.00,7,0.24
JAKOB PELLETIER,,L,25.2,T.B,49,78.94,48.88,0,0.00,0,0.00,0,0.00,13,0.27
AATU RATY,,R,23.6,VAN,33,78.45,49.85,0,0.00,0,0.00,0,0.00,9,0.27
MARK JANKOWSKI,,C,31.7,CAR,60,78.44,45.18,0,0.00,0,0.00,0,0.00,6,0.10
MATTHEW POITRAS,,C,22.2,BOS,33,78.19,54.99,0,0.00,0,0.00,0,0.00,11,0.33
ROSS JOHNSTON,,L,32.3,ANA,43,77.85,49.55,0,0.00,0,0.00,0,0.00,3,0.07
MATT MARTIN,,L,37.1,,32,77.84,51.8,0,0.00,0,0.00,0,0.00,6,0.19
PONTUS HOLMBERG,,C,27.2,T.B,68,77.83,48.7,0,0.00,0,0.00,0,0.00,12,0.18
BEN JONES,,C,27.3,MIN,26,77.16,56.36,0,0.00,0,0.00,0,0.00,14,0.54
BLAKE LIZOTTE,,C,28.5,PIT,59,77.06,59.18,0,0.00,0,0.00,0,0.00,20,0.34
JORDAN EBERLE,,R,36.1,SEA,42,77.04,46.72,0,0.00,0,0.00,0,0.00,9,0.21
CASEY MITTELSTADT,,L,27.5,BOS,81,77.01,52.62,0,0.00,0,0.00,0,0.00,15,0.19
ALEX TURCOTTE,,C,25.3,L.A,68,76.88,47.47,0,0.00,0,0.00,0,0.00,10,0.15
VLADISLAV KOLYACHONOK,,D,25.0,DAL,35,76.87,58.62,0,0.00,0,0.00,0,0.00,6,0.17
JUSTIN DOWLING,,C,35.7,NYR,52,76.53,50.05,0,0.00,0,0.00,0,0.00,8,0.15
JOHN HAYDEN,,C,31.3,SEA,20,75.54,55.49,0,0.00,0,0.00,0,0.00,8,0.40
RYAN REAVES,,R,39.4,S.J,35,75.32,46.7,0,0.00,0,0.00,0,0.00,3,0.09
NICK COUSINS,,L,32.9,OTT,50,75.15,53.69,0,0.00,0,0.00,0,0.00,11,0.22
KURTIS MACDERMID,,L,32.2,OTT,23,72.91,48.2,0,0.00,0,0.00,0,0.00,3,0.13
DEREK RYAN,,C,39.4,,36,71.25,47.41,0,0.00,0,0.00,0,0.00,1,0.03
