Name,Compare,Pos,Age,Team,GP,Top Speed,22+ MPH,22+ MPH/G,20+ MPH,20+ MPH/G,18+ MPH,18+ MPH/G
COLE PERFETTI,,L,24.4,WPG,68,21.54,0,0.00,26,0.38,324,4.76
MARCUS FOLIGNO,,L,34.8,MIN,56,21.52,0,0.00,39,0.70,203,3.63
JORDAN SPENCE,,D,25.3,OTT,73,21.52,0,0.00,47,0.64,362,4.96
MATTHEW KESSEL,,D,25.9,STL,29,21.52,0,0.00,17,0.59,85,2.93
MASON MARCHMENT,,L,31.0,CBJ,68,21.51,0,0.00,26,0.38,224,3.29
JARED MCCANN,,L,30.0,SEA,52,21.51,0,0.00,32,0.62,245,4.71
EVGENI MALKIN,,R,39.8,PIT,56,21.51,0,0.00,37,0.66,375,6.70
DAVID PASTRNAK,,R,30.0,BOS,77,21.51,0,0.00,67,0.87,350,4.55
AXEL SANDIN-PELLIKKA,,D,21.2,DET,68,21.51,0,0.00,28,0.41,213,3.13
DECLAN CHISHOLM,,D,26.4,WSH,26,21.5,0,0.00,10,0.38,94,3.62
MATVEI MICHKOV,,R,21.5,PHI,81,21.49,0,0.00,79,0.98,413,5.10
JUSTIN BRAZEAU,,R,28.3,PIT,64,21.47,0,0.00,37,0.58,238,3.72
SAMUEL GIRARD,,D,28.1,PIT,60,21.45,0,0.00,38,0.63,245,4.08
TYLER TOFFOLI,,R,34.1,S.J,79,21.44,0,0.00,36,0.46,228,2.89
JUSTIN KIRKLAND,,C,29.8,CGY,20,21.44,0,0.00,11,0.55,90,4.50
BRAEDEN BOWMAN,,R,22.9,VGK,54,21.43,0,0.00,27,0.50,205,3.80
NILS HOGLANDER,,R,25.5,VAN,38,21.43,0,0.00,36,0.95,165,4.34
RASMUS RISTOLAINEN,,D,31.6,PHI,44,21.42,0,0.00,17,0.39,143,3.25
JACOB TROUBA,,D,32.3,ANA,81,21.4,0,0.00,18,0.22,144,1.78
DAEMON HUNT,,D,24.1,MIN,32,21.4,0,0.00,15,0.47,99,3.09
NICK BLANKENBURG,,D,28.1,COL,61,21.4,0,0.00,27,0.44,214,3.51
DANTON HEINEN,,R,30.9,CBJ,46,21.39,0,0.00,36,0.78,259,5.63
OLIVER EKMAN-LARSSON,,D,34.9,TOR,78,21.39,0,0.00,24,0.31,280,3.59
JOSHUA MAHURA,,D,28.1,SEA,23,21.39,0,0.00,15,0.65,64,2.78
ROMAN JOSI,,D,36.0,NSH,68,21.38,0,0.00,56,0.82,360,5.29
SIMON NEMEC,,D,22.3,N.J,68,21.37,0,0.00,18,0.26,226,3.32
MARIO FERRARO,,D,27.7,S.J,82,21.37,0,0.00,33,0.40,282,3.44
CURTIS DOUGLAS,,L,26.2,VAN,43,21.35,0,0.00,5,0.12,74,1.72
EMIL ANDRAE,,D,24.3,TOR,61,21.35,0,0.00,19,0.31,203,3.33
RYAN GRAVES,,D,31.0,PIT,22,21.34,0,0.00,7,0.32,44,2.00
HENRI JOKIHARJU,,D,27.0,BOS,41,21.34,0,0.00,16,0.39,96,2.34
AATU RATY,,R,23.6,VAN,66,21.33,0,0.00,20,0.30,230,3.48
MAXIM TSYPLAKOV,,R,27.7,N.J,49,21.33,0,0.00,17,0.35,170,3.47
ALEXANDER PETROVIC,,D,34.3,DAL,54,21.33,0,0.00,12,0.22,109,2.02
ZACH WHITECLOUD,,D,29.5,CGY,78,21.33,0,0.00,35,0.45,253,3.24
ANZE KOPITAR,,C,38.8,L.A,67,21.33,0,0.00,57,0.85,564,8.42
JOEL NYSTROM,,D,24.1,CAR,38,21.33,0,0.00,14,0.37,99,2.61
COLE SCHWINDT,,C,25.1,FLA,29,21.33,0,0.00,23,0.79,145,5.00
DMITRY ORLOV,,D,34.9,S.J,82,21.32,0,0.00,16,0.20,186,2.27
JONAS BRODIN,,D,32.9,MIN,62,21.32,0,0.00,22,0.35,190,3.06
RYAN STROME,,C,32.9,CGY,52,21.32,0,0.00,23,0.44,228,4.38
TYSON FOERSTER,,L,24.4,PHI,29,21.31,0,0.00,16,0.55,118,4.07
NICK FOLIGNO,,L,38.6,MIN,54,21.3,0,0.00,15,0.28,134,2.48
VICTOR MANCINI,,D,24.0,VAN,24,21.3,0,0.00,11,0.46,62,2.58
LIAN BICHSEL,,D,22.0,DAL,50,21.28,0,0.00,14,0.28,132,2.64
SAMUEL HELENIUS,,C,23.5,L.A,53,21.28,0,0.00,33,0.62,176,3.32
DOUGIE HAMILTON,,D,33.0,N.J,77,21.27,0,0.00,8,0.10,193,2.51
DANTE FABBRO,,D,28.0,CBJ,74,21.26,0,0.00,11,0.15,151,2.04
LOGAN STANLEY,,D,28.0,BUF,76,21.26,0,0.00,8,0.11,190,2.50
DAKOTA JOSHUA,,L,30.1,TOR,55,21.23,0,0.00,23,0.42,249,4.53
DREW HELLESON,,D,25.2,ANA,60,21.21,0,0.00,17,0.28,186,3.10
JONAS SIEGENTHALER,,D,29.1,N.J,82,21.21,0,0.00,28,0.34,311,3.79
JACK FINLEY,,C,23.8,STL,44,21.2,0,0.00,31,0.70,229,5.20
ESA LINDELL,,D,32.0,DAL,82,21.18,0,0.00,10,0.12,110,1.34
JAMIE BENN,,R,36.9,DAL,60,21.17,0,0.00,13,0.22,211,3.52
CARSON SOUCY,,D,31.9,NYI,76,21.15,0,0.00,9,0.12,224,2.95
CALE FLEURY,,D,27.5,SEA,23,21.15,0,0.00,10,0.43,73,3.17
NOEL ACCIARI,,R,34.5,PIT,67,21.15,0,0.00,22,0.33,234,3.49
DARREN RADDYSH,,D,30.3,TOR,73,21.15,0,0.00,46,0.63,283,3.88
BRAYDEN PACHAL,,D,26.8,CGY,39,21.14,0,0.00,14,0.36,79,2.03
EGOR ZAMULA,,D,26.2,CBJ,33,21.12,0,0.00,1,0.03,25,0.76
JONATHAN HUBERDEAU,,L,33.0,CGY,50,21.12,0,0.00,18,0.36,156,3.12
MATS ZUCCARELLO,,R,38.8,MIN,59,21.11,0,0.00,27,0.46,162,2.75
TYLER BERTUZZI,,R,31.3,CHI,79,21.11,0,0.00,11,0.14,233,2.95
MIKEY ANDERSON,,D,27.0,L.A,80,21.1,0,0.00,5,0.06,150,1.88
PIUS SUTER,,C,30.0,STL,64,21.09,0,0.00,9,0.14,199,3.11
ADAM FOX,,D,28.3,NYR,55,21.08,0,0.00,15,0.27,144,2.62
JONATHAN MARCHESSAULT,,R,35.4,NSH,62,21.08,0,0.00,20,0.32,235,3.79
ZACH METSA,,D,27.6,BUF,43,21.08,0,0.00,9,0.21,100,2.33
MIKE REILLY,,D,32.9,CAR,42,21.07,0,0.00,17,0.40,145,3.45
JOSH DUNNE,,R,27.5,BUF,34,21.06,0,0.00,13,0.38,104,3.06
JUUSO PARSSINEN,,C,25.3,NYR,20,21.06,0,0.00,7,0.35,73,3.65
NICOLAS DESLAURIERS,,L,35.3,CAR,31,21.06,0,0.00,6,0.19,89,2.87
NATHAN BASTIAN,,R,28.5,DAL,36,21.06,0,0.00,15,0.42,107,2.97
RYAN MCDONAGH,,D,37.0,T.B,48,21.05,0,0.00,17,0.35,106,2.21
LENNI HAMEENAHO,,L,21.6,N.J,33,21.03,0,0.00,16,0.48,127,3.85
ANDREI KUZMENKO,,R,30.3,L.A,52,21.03,0,0.00,10,0.19,144,2.77
CONOR TIMMINS,,D,27.7,BUF,39,21.01,0,0.00,11,0.28,100,2.56
ELIAS LINDHOLM,,C,31.5,BOS,69,21.01,0,0.00,27,0.39,345,5.00
NEAL PIONK,,D,30.8,WPG,51,21,0,0.00,14,0.27,137,2.69
NICOLAS ROY,,R,29.3,COL,74,20.97,0,0.00,30,0.41,363,4.91
LUKE SCHENN,,D,36.6,BUF,50,20.97,0,0.00,3,0.06,68,1.36
TOMAS NOSEK,,C,33.8,FLA,21,20.95,0,0.00,9,0.43,56,2.67
ARTEM ZUB,,D,30.7,OTT,81,20.95,0,0.00,9,0.11,136,1.68
KYLE CAPOBIANCO,,D,28.8,DAL,33,20.94,0,0.00,14,0.42,96,2.91
BRETT PESCE,,D,31.6,N.J,37,20.92,0,0.00,8,0.22,69,1.86
ANDREW PEEKE,,D,28.2,BOS,77,20.91,0,0.00,16,0.21,175,2.27
JAKE CHRISTIANSEN,,D,26.7,CBJ,40,20.86,0,0.00,5,0.13,82,2.05
ILYA LYUBUSHKIN,,D,32.2,DAL,53,20.85,0,0.00,5,0.09,117,2.21
COLTON WHITE,,D,29.1,N.J,23,20.82,0,0.00,2,0.09,57,2.48
COREY PERRY,,R,41.1,T.B,72,20.81,0,0.00,3,0.04,153,2.13
JOEL HANLEY,,D,35.0,CGY,68,20.81,0,0.00,14,0.21,200,2.94
JOHN KLINGBERG,,D,33.8,S.J,56,20.8,0,0.00,9,0.16,193,3.45
URHO VAAKANAINEN,,D,27.4,NYR,34,20.79,0,0.00,10,0.29,67,1.97
CONNOR ZARY,,L,24.7,CGY,74,20.79,0,0.00,11,0.15,388,5.24
MARCUS PETTERSSON,,D,30.1,VAN,82,20.78,0,0.00,8,0.10,164,2.00
OTTO STENBERG,,L,21.0,STL,32,20.78,0,0.00,8,0.25,116,3.63
JACOB BERNARD-DOCKER,,D,25.9,DET,63,20.75,0,0.00,9,0.14,118,1.87
HUNTER BRZUSTEWICZ,,D,21.5,CGY,34,20.71,0,0.00,7,0.21,91,2.68
JACK ST. IVANY,,D,26.9,PIT,20,20.68,0,0.00,4,0.20,52,2.60
JOHNATHAN KOVACEVIC,,D,28.9,N.J,34,20.62,0,0.00,3,0.09,46,1.35
KEVIN HAYES,,C,34.1,PIT,28,20.61,0,0.00,13,0.46,111,3.96
SCOTT MORROW,,D,23.6,NYR,29,20.61,0,0.00,6,0.21,80,2.76
NICK PERBIX,,D,28.0,NSH,79,20.6,0,0.00,19,0.24,197,2.49
CONNOR MURPHY,,D,33.2,EDM,80,20.5,0,0.00,2,0.03,112,1.40
DYLAN DEMELO,,D,33.1,WPG,82,20.47,0,0.00,8,0.10,165,2.01
ILYA SOLOVYOV,,D,25.9,PIT,30,20.47,0,0.00,7,0.23,56,1.87
BRAYDEN MCNABB,,D,35.4,VGK,63,20.46,0,0.00,1,0.02,72,1.14
NOAH JUULSEN,,D,29.2,PHI,52,20.43,0,0.00,5,0.10,113,2.17
TRAVIS HAMONIC,,D,35.8,DET,26,20.36,0,0.00,3,0.12,50,1.92
SAMMY BLAIS,,L,30.0,MTL,21,20.35,0,0.00,4,0.19,58,2.76
MATTHEW TKACHUK,,R,28.5,FLA,31,20.34,0,0.00,2,0.06,66,2.13
VINCENT IORIO,,D,23.6,NYR,27,20.2,0,0.00,2,0.07,62,2.30
DAVID JIRICEK,,D,22.5,PHI,26,20.01,0,0.00,1,0.04,36,1.38
